1262	684
1268	684
1268	698
1269	698
1269	703
1270	703
1270	705
1271	705
1271	708
1272	708
1272	712
1273	712
1273	715
1274	715
1274	720
1275	720
1275	722
1276	722
1276	724
1277	724
1277	725
1276	725
1276	727
1277	727
1277	728
1278	728
1278	732
1279	732
1279	734
1280	734
1280	750
1281	750
1281	751
1280	751
1280	759
1279	759
1279	760
1278	760
1278	763
1277	763
1277	764
1274	764
1274	765
1272	765
1272	764
1271	764
1271	765
1270	765
1270	764
1269	764
1269	765
1264	765
1264	767
1263	767
1263	776
1264	776
1264	781
1265	781
1265	783
1266	783
1266	789
1267	789
1267	790
1268	790
1268	792
1269	792
1269	799
1270	799
1270	800
1269	800
1269	801
1270	801
1270	802
1272	802
1272	804
1273	804
1273	808
1274	808
1274	809
1275	809
1275	810
1274	810
1274	812
1275	812
1275	813
1276	813
1276	818
1277	818
1277	820
1278	820
1278	822
1279	822
1279	824
1280	824
1280	833
1281	833
1281	835
1282	835
1282	838
1283	838
1283	848
1282	848
1282	854
1281	854
1281	855
1280	855
1280	865
1278	865
1278	864
1277	864
1277	863
1276	863
1276	862
1275	862
1275	861
1273	861
1273	860
1272	860
1272	859
1263	859
1263	860
1262	860
1262	859
1257	859
1257	860
1256	860
1256	862
1255	862
1255	875
1256	875
1256	878
1257	878
1257	883
1258	883
1258	890
1259	890
1259	898
1260	898
1260	899
1262	899
1262	902
1263	902
1263	908
1264	908
1264	910
1265	910
1265	914
1266	914
1266	920
1267	920
1267	921
1268	921
1268	931
1269	931
1269	947
1268	947
1268	950
1267	950
1267	952
1266	952
1266	954
1265	954
1265	955
1264	955
1264	960
1263	960
1263	961
1262	961
1262	962
1246	962
1246	963
1245	963
1245	977
1246	977
1246	984
1247	984
1247	996
1248	996
1248	1017
1250	1017
1250	1037
1249	1037
1249	1038
1248	1038
1248	1041
1247	1041
1247	1046
1246	1046
1246	1050
1245	1050
1245	1052
1244	1052
1244	1054
1243	1054
1243	1056
1242	1056
1242	1058
1241	1058
1241	1059
1225	1059
1225	1071
1224	1071
1224	1072
1225	1072
